,Data,Category,State,Year,St_Abbr,Location,Group,Population,Geometry,Total
526,16.0,Binge Drinking,Idaho,2022,ID,Cassia,Health Risk Behaviors,25655,POINT (-113.601171772012 42.2836888706219),4104
527,15.0,Binge Drinking,Indiana,2022,IN,Bartholomew,Health Risk Behaviors,83540,POINT (-85.8974189966702 39.205842711807),12781
528,12.0,Binge Drinking,Georgia,2022,GA,Seminole,Health Risk Behaviors,9127,POINT (-84.8685083856567 30.9386333289303),1122
529,17.0,Binge Drinking,Illinois,2022,IL,White,Health Risk Behaviors,13614,POINT (-88.1804872408152 38.0871887627669),2300
530,15.0,Binge Drinking,Georgia,2022,GA,Oglethorpe,Health Risk Behaviors,15469,POINT (-83.0816749715219 33.8803387488294),2304
531,13.0,Binge Drinking,Georgia,2022,GA,Putnam,Health Risk Behaviors,22984,POINT (-83.3730418216221 33.3217500731646),3010
532,14.0,Binge Drinking,Idaho,2022,ID,Custer,Health Risk Behaviors,4506,POINT (-114.281578784289 44.2413743406626),608
533,17.0,Binge Drinking,Illinois,2022,IL,Massac,Health Risk Behaviors,13896,POINT (-88.7076683124229 37.2190136066965),2348
534,13.0,Binge Drinking,Georgia,2022,GA,Screven,Health Risk Behaviors,13977,POINT (-81.6117427953092 32.7511007138643),1789
535,18.0,Binge Drinking,Illinois,2022,IL,Perry,Health Risk Behaviors,20588,POINT (-89.3668215059706 38.084140587643),3808
536,17.0,Binge Drinking,Illinois,2022,IL,Peoria,Health Risk Behaviors,178383,POINT (-89.7600231425467 40.7880862751225),31038
537,15.0,Binge Drinking,Georgia,2022,GA,Tattnall,Health Risk Behaviors,24064,POINT (-82.0580042364248 32.0458230000891),3585
538,14.0,Binge Drinking,Georgia,2022,GA,Wayne,Health Risk Behaviors,30896,POINT (-81.9169825771378 31.5514363184959),4449
539,14.0,Binge Drinking,Georgia,2022,GA,Wilcox,Health Risk Behaviors,8761,POINT (-83.432277173462 31.9726046759688),1244
540,13.0,Binge Drinking,Idaho,2022,ID,Butte,Health Risk Behaviors,2684,POINT (-113.172240946054 43.7230523109228),346
541,12.0,Binge Drinking,Georgia,2022,GA,Wilkinson,Health Risk Behaviors,8681,POINT (-83.1707316291648 32.8022701825695),1085
542,20.0,Binge Drinking,Illinois,2022,IL,Clinton,Health Risk Behaviors,36909,POINT (-89.4224176288435 38.6065114083413),7234
543,15.0,Binge Drinking,Idaho,2022,ID,Twin Falls,Health Risk Behaviors,93696,POINT (-114.668371045529 42.3560015617514),14054
544,19.0,Binge Drinking,Illinois,2022,IL,Clark,Health Risk Behaviors,15229,POINT (-87.7877785113332 39.3334921224673),2863
545,19.0,Binge Drinking,Illinois,2022,IL,Jasper,Health Risk Behaviors,9212,POINT (-88.1535389702288 39.0104236780171),1750
546,16.0,Binge Drinking,Idaho,2022,ID,Franklin,Health Risk Behaviors,15189,POINT (-111.813247947913 42.1809525302421),2415
547,17.0,Binge Drinking,Indiana,2022,IN,Boone,Health Risk Behaviors,74164,POINT (-86.4687008265173 40.0508624589323),12459
548,18.0,Binge Drinking,Illinois,2022,IL,Putnam,Health Risk Behaviors,5572,POINT (-89.28567193027 41.2043746603527),1008
549,14.0,Binge Drinking,Georgia,2022,GA,Telfair,Health Risk Behaviors,12354,POINT (-82.9386895818028 31.9299273067199),1667
550,19.0,Binge Drinking,Hawaii,2022,HI,Hawaii,Health Risk Behaviors,206315,POINT (-155.521167555468 19.6012350699632),38374
551,16.0,Binge Drinking,Idaho,2022,ID,Bannock,Health Risk Behaviors,89517,POINT (-112.224464654126 42.6685980174801),13875
552,18.0,Binge Drinking,Illinois,2022,IL,Kankakee,Health Risk Behaviors,106074,POINT (-87.8618075697507 41.1377350724182),19623
553,13.0,Binge Drinking,Georgia,2022,GA,Mitchell,Health Risk Behaviors,21116,POINT (-84.1949969554577 31.2247787477769),2702
554,18.0,Binge Drinking,Illinois,2022,IL,Wayne,Health Risk Behaviors,15872,POINT (-88.4256485146764 38.4296548154976),2809
555,18.0,Binge Drinking,Illinois,2022,IL,Warren,Health Risk Behaviors,16354,POINT (-90.6149668081218 40.8488342067712),2960
556,15.0,Binge Drinking,Indiana,2022,IN,Brown,Health Risk Behaviors,15570,POINT (-86.2276164308305 39.1964287361074),2288
557,15.0,Binge Drinking,Idaho,2022,ID,Camas,Health Risk Behaviors,1153,POINT (-114.805504004867 43.4631123331592),168
558,18.0,Binge Drinking,Hawaii,2022,HI,Maui,Health Risk Behaviors,164351,POINT (-156.569577037122 20.8642990358875),29090
559,19.0,Binge Drinking,Illinois,2022,IL,Logan,Health Risk Behaviors,27591,POINT (-89.3675561148044 40.1245688987964),5159
560,13.0,Binge Drinking,Georgia,2022,GA,Thomas,Health Risk Behaviors,45561,POINT (-83.9190539663463 30.8636976274318),6014
561,18.0,Binge Drinking,Illinois,2022,IL,Mason,Health Risk Behaviors,12748,POINT (-89.9168506099057 40.2394401010643),2243
562,17.0,Binge Drinking,Georgia,2022,GA,Oconee,Health Risk Behaviors,43588,POINT (-83.4371131178921 33.835069659771),7322
563,14.0,Binge Drinking,Georgia,2022,GA,Stephens,Health Risk Behaviors,26767,POINT (-83.2929139124452 34.5541172114089),3800
564,18.0,Binge Drinking,Illinois,2022,IL,Ogle,Health Risk Behaviors,51351,POINT (-89.3207025886073 42.042663795913),9294
565,18.0,Binge Drinking,Illinois,2022,IL,Adams,Health Risk Behaviors,64725,POINT (-91.1885205349826 39.9878121590876),11909
566,19.0,Binge Drinking,Illinois,2022,IL,De Witt,Health Risk Behaviors,15310,POINT (-88.9040275161832 40.1744958647013),2893
567,19.0,Binge Drinking,Illinois,2022,IL,Cumberland,Health Risk Behaviors,10324,POINT (-88.2403551281773 39.2735029218096),1920
568,18.0,Binge Drinking,Illinois,2022,IL,Bond,Health Risk Behaviors,16566,POINT (-89.4355909088305 38.8866364399697),3064
569,18.0,Binge Drinking,Illinois,2022,IL,Hamilton,Health Risk Behaviors,7984,POINT (-88.5390680927951 38.0815781203156),1413
570,14.0,Binge Drinking,Georgia,2022,GA,Muscogee,Health Risk Behaviors,202616,POINT (-84.8762682758584 32.5102647759575),28163
571,13.0,Binge Drinking,Georgia,2022,GA,Sumter,Health Risk Behaviors,28877,POINT (-84.1964809541096 32.0397994329016),3869
572,16.0,Binge Drinking,Illinois,2022,IL,Hardin,Health Risk Behaviors,3597,POINT (-88.2668025102845 37.5180553242389),589
573,18.0,Binge Drinking,Illinois,2022,IL,Jefferson,Health Risk Behaviors,36400,POINT (-88.9239770198655 38.3004858334764),6661
574,16.0,Binge Drinking,Idaho,2022,ID,Fremont,Health Risk Behaviors,13978,POINT (-111.48216300412 44.2287442250408),2222
575,13.0,Binge Drinking,Georgia,2022,GA,Meriwether,Health Risk Behaviors,20845,POINT (-84.6882775391666 33.0409419482636),2689
576,17.0,Binge Drinking,Indiana,2022,IN,Dearborn,Health Risk Behaviors,51138,POINT (-84.9732604057513 39.1452474357502),8693
577,19.0,Binge Drinking,Illinois,2022,IL,Ford,Health Risk Behaviors,13249,POINT (-88.2232288965675 40.5969753516825),2464
578,18.0,Binge Drinking,Illinois,2022,IL,Scott,Health Risk Behaviors,4790,POINT (-90.4741891291469 39.6439884364877),886
579,11.0,Binge Drinking,Georgia,2022,GA,Taliaferro,Health Risk Behaviors,1600,POINT (-82.8790113876123 33.565904432115),174
580,17.0,Binge Drinking,Indiana,2022,IN,Clark,Health Risk Behaviors,124237,POINT (-85.7070564153001 38.4778377949688),20623
581,19.0,Binge Drinking,Illinois,2022,IL,Lee,Health Risk Behaviors,33848,POINT (-89.3003384748927 41.7461650352863),6295
582,15.0,Binge Drinking,Hawaii,2022,HI,Kalawao,Health Risk Behaviors,82,POINT (-156.947592784882 21.1733760693813),12
583,14.0,Binge Drinking,Georgia,2022,GA,Montgomery,Health Risk Behaviors,8655,POINT (-82.5347852959324 32.1731129445246),1220
584,15.0,Binge Drinking,Idaho,2022,ID,Payette,Health Risk Behaviors,26956,POINT (-116.760636913533 44.0064328596574),3962
585,18.0,Binge Drinking,Illinois,2022,IL,Washington,Health Risk Behaviors,13643,POINT (-89.4106148709646 38.3525179996094),2523
586,17.0,Binge Drinking,Georgia,2022,GA,Paulding,Health Risk Behaviors,178421,POINT (-84.8673497628698 33.9202190226087),30331
587,19.0,Binge Drinking,Illinois,2022,IL,Johnson,Health Risk Behaviors,13381,POINT (-88.8810606161437 37.4595414006534),2555
588,18.0,Binge Drinking,Illinois,2022,IL,Greene,Health Risk Behaviors,11651,POINT (-90.3905037272373 39.3562848923661),2097
589,15.0,Binge Drinking,Georgia,2022,GA,Wheeler,Health Risk Behaviors,7314,POINT (-82.725207369526 32.1177472167522),1067
590,14.0,Binge Drinking,Georgia,2022,GA,Toombs,Health Risk Behaviors,26837,POINT (-82.3312358596009 32.1214347307346),3810
591,15.0,Binge Drinking,Indiana,2022,IN,Adams,Health Risk Behaviors,36068,POINT (-84.9366248684735 40.7455253718017),5482
592,18.0,Binge Drinking,Illinois,2022,IL,Jackson,Health Risk Behaviors,52617,POINT (-89.3823255393244 37.7849171126003),9418
593,15.0,Binge Drinking,Georgia,2022,GA,Morgan,Health Risk Behaviors,21031,POINT (-83.4922780042542 33.5910799753336),3217
594,18.0,Binge Drinking,Illinois,2022,IL,Morgan,Health Risk Behaviors,32209,POINT (-90.2012120575902 39.7155885996371),5829
595,18.0,Binge Drinking,Illinois,2022,IL,Marion,Health Risk Behaviors,36914,POINT (-88.9190048820085 38.649511311863),6496
596,14.0,Binge Drinking,Idaho,2022,ID,Shoshone,Health Risk Behaviors,14012,POINT (-115.892413057691 47.3530423358331),1919
597,14.0,Binge Drinking,Indiana,2022,IN,Blackford,Health Risk Behaviors,11919,POINT (-85.3248549068487 40.4736156523133),1716
598,16.0,Binge Drinking,Idaho,2022,ID,Bingham,Health Risk Behaviors,49923,POINT (-112.398339286311 43.2166155233315),7787
599,11.0,Binge Drinking,Georgia,2022,GA,Talbot,Health Risk Behaviors,5747,POINT (-84.5331196585988 32.6992774965399),637
600,14.0,Binge Drinking,Georgia,2022,GA,Schley,Health Risk Behaviors,4496,POINT (-84.3148282661391 32.262610616466),638
601,18.0,Binge Drinking,Illinois,2022,IL,Champaign,Health Risk Behaviors,206542,POINT (-88.199247034004 40.1399616455591),37590
602,16.0,Binge Drinking,Idaho,2022,ID,Jefferson,Health Risk Behaviors,33428,POINT (-112.311047195538 43.8201624900105),5482
603,16.0,Binge Drinking,Georgia,2022,GA,Stewart,Health Risk Behaviors,4648,POINT (-84.8345510378135 32.0781190115819),748
604,15.0,Binge Drinking,Idaho,2022,ID,Power,Health Risk Behaviors,8068,POINT (-112.83983825663 42.6930636583738),1185
605,16.0,Binge Drinking,Idaho,2022,ID,Nez Perce,Health Risk Behaviors,43004,POINT (-116.749939019682 46.3271022270792),7009
606,17.0,Binge Drinking,Illinois,2022,IL,Union,Health Risk Behaviors,16767,POINT (-89.254700769534 37.4711791963794),2900
607,14.0,Binge Drinking,Idaho,2022,ID,Adams,Health Risk Behaviors,4817,POINT (-116.454153346478 44.8894249014411),674
608,18.0,Binge Drinking,Illinois,2022,IL,Saline,Health Risk Behaviors,23087,POINT (-88.5408109499033 37.7531642187375),4063
609,19.0,Binge Drinking,Illinois,2022,IL,Douglas,Health Risk Behaviors,19755,POINT (-88.2172568038989 39.7694705783852),3733
610,15.0,Binge Drinking,Georgia,2022,GA,White,Health Risk Behaviors,28806,POINT (-83.7466369042174 34.6465178296611),4436
611,14.0,Binge Drinking,Idaho,2022,ID,Owyhee,Health Risk Behaviors,12613,POINT (-116.169961362386 42.5814571930845),1803
612,16.0,Binge Drinking,Indiana,2022,IN,Franklin,Health Risk Behaviors,23028,POINT (-85.0602581204889 39.4147489315124),3753
613,18.0,Binge Drinking,Illinois,2022,IL,Calhoun,Health Risk Behaviors,4360,POINT (-90.6674655170248 39.1691172596938),780
614,16.0,Binge Drinking,Indiana,2022,IN,DeKalb,Health Risk Behaviors,43731,POINT (-84.9990943080308 41.3976231539291),7128
615,17.0,Binge Drinking,Indiana,2022,IN,Decatur,Health Risk Behaviors,26416,POINT (-85.5010738114489 39.3070538681262),4385
616,20.0,Binge Drinking,Illinois,2022,IL,Cook,Health Risk Behaviors,5109292,POINT (-87.8168979519151 41.8399157287328),1026967
617,15.0,Binge Drinking,Indiana,2022,IN,Fayette,Health Risk Behaviors,23349,POINT (-85.178588681036 39.6399780653961),3572
618,17.0,Binge Drinking,Illinois,2022,IL,Wabash,Health Risk Behaviors,11087,POINT (-87.8434564794453 38.4466641598799),1929
619,15.0,Binge Drinking,Idaho,2022,ID,Bonner,Health Risk Behaviors,51414,POINT (-116.601256003773 48.3001156935128),7917
620,18.0,Binge Drinking,Illinois,2022,IL,Edwards,Health Risk Behaviors,6071,POINT (-88.053269013281 38.415936548251),1092
621,18.0,Binge Drinking,Illinois,2022,IL,Mercer,Health Risk Behaviors,15504,POINT (-90.7412554728013 41.2053038911071),2852
622,15.0,Binge Drinking,Idaho,2022,ID,Blaine,Health Risk Behaviors,24866,POINT (-113.979666235261 43.4116034636535),3829
623,19.0,Binge Drinking,Illinois,2022,IL,DuPage,Health Risk Behaviors,920901,POINT (-88.0856542042862 41.8520411795759),174050
624,15.0,Binge Drinking,Georgia,2022,GA,Pickens,Health Risk Behaviors,34826,POINT (-84.4653887586926 34.463848952651),5223
625,19.0,Binge Drinking,Illinois,2022,IL,Piatt,Health Risk Behaviors,16723,POINT (-88.5911000328928 40.0103482466318),3227
626,15.0,Binge Drinking,Georgia,2022,GA,Monroe,Health Risk Behaviors,29427,POINT (-83.918587785938 33.0140418940373),4414
627,18.0,Binge Drinking,Illinois,2022,IL,Kane,Health Risk Behaviors,514182,POINT (-88.4286530053985 41.9388449043496),93066
628,14.0,Binge Drinking,Georgia,2022,GA,Richmond,Health Risk Behaviors,206640,POINT (-82.0744462571572 33.3599418331668),28929
629,18.0,Binge Drinking,Illinois,2022,IL,Williamson,Health Risk Behaviors,66695,POINT (-88.9299128376957 37.730295038346),11938
630,18.0,Binge Drinking,Illinois,2022,IL,Clay,Health Risk Behaviors,13047,POINT (-88.4904699657644 38.7544455588339),2283
631,12.0,Binge Drinking,Georgia,2022,GA,McIntosh,Health Risk Behaviors,11180,POINT (-81.4070470668074 31.4952884892852),1296
632,16.0,Binge Drinking,Idaho,2022,ID,Lincoln,Health Risk Behaviors,5329,POINT (-114.138461485006 43.0023295316481),836
633,14.0,Binge Drinking,Idaho,2022,ID,Boundary,Health Risk Behaviors,13345,POINT (-116.462854291271 48.7669357396543),1868
634,18.0,Binge Drinking,Illinois,2022,IL,Lawrence,Health Risk Behaviors,14914,POINT (-87.7269587583834 38.7204573069594),2759
635,19.0,Binge Drinking,Illinois,2022,IL,McHenry,Health Risk Behaviors,311747,POINT (-88.452330230929 42.3244326576623),59855
636,16.0,Binge Drinking,Illinois,2022,IL,Stephenson,Health Risk Behaviors,43627,POINT (-89.6623732185214 42.3517284609712),7111
637,17.0,Binge Drinking,Illinois,2022,IL,Hancock,Health Risk Behaviors,17244,POINT (-91.1647865817632 40.4036625382212),2983
638,18.0,Binge Drinking,Illinois,2022,IL,Whiteside,Health Risk Behaviors,54658,POINT (-89.9143139022835 41.7561278441727),9783
639,19.0,Binge Drinking,Illinois,2022,IL,Jersey,Health Risk Behaviors,21246,POINT (-90.3562462972533 39.0855866355985),4121
640,18.0,Binge Drinking,Illinois,2022,IL,Rock Island,Health Risk Behaviors,141527,POINT (-90.5677963774347 41.4669850970518),25757
641,16.0,Binge Drinking,Idaho,2022,ID,Bear Lake,Health Risk Behaviors,6722,POINT (-111.329521463308 42.2848902379866),1055
642,18.0,Binge Drinking,Illinois,2022,IL,Knox,Health Risk Behaviors,48640,POINT (-90.2132758481666 40.9319133522118),8512
643,14.0,Binge Drinking,Idaho,2022,ID,Benewah,Health Risk Behaviors,10370,POINT (-116.658809779797 47.216881555053),1503
644,12.0,Binge Drinking,Georgia,2022,GA,Webster,Health Risk Behaviors,2328,POINT (-84.5496149265342 32.0471175973242),267
645,18.0,Binge Drinking,Illinois,2022,IL,Macoupin,Health Risk Behaviors,44245,POINT (-89.92462979625 39.260888686793),8052
646,13.0,Binge Drinking,Idaho,2022,ID,Lemhi,Health Risk Behaviors,8240,POINT (-113.933478496525 44.9434584985958),1087
647,14.0,Binge Drinking,Georgia,2022,GA,Madison,Health Risk Behaviors,31473,POINT (-83.208839298552 34.1279893403343),4532
648,16.0,Binge Drinking,Indiana,2022,IN,Delaware,Health Risk Behaviors,112031,POINT (-85.3968769812267 40.2275345893972),18485
649,19.0,Binge Drinking,Illinois,2022,IL,Fayette,Health Risk Behaviors,21305,POINT (-89.0242017633246 39.0000991125274),4069
650,17.0,Binge Drinking,Idaho,2022,ID,Kootenai,Health Risk Behaviors,183578,POINT (-116.701842750137 47.6743233510996),31024
651,18.0,Binge Drinking,Illinois,2022,IL,Richland,Health Risk Behaviors,15435,POINT (-88.0854899215082 38.7123719010119),2809
652,15.0,Binge Drinking,Georgia,2022,GA,Pierce,Health Risk Behaviors,20168,POINT (-82.2116956124654 31.3580822683896),3085
653,15.0,Binge Drinking,Georgia,2022,GA,Walton,Health Risk Behaviors,103065,POINT (-83.7338810944706 33.7813254964218),15872
654,18.0,Binge Drinking,Illinois,2022,IL,Bureau,Health Risk Behaviors,32828,POINT (-89.5286007041431 41.4040731451308),5810
655,18.0,Binge Drinking,Illinois,2022,IL,Stark,Health Risk Behaviors,5345,POINT (-89.7976449615692 41.0932041768301),972
656,18.0,Binge Drinking,Illinois,2022,IL,Boone,Health Risk Behaviors,53154,POINT (-88.8234017651991 42.3230307748571),9727
657,16.0,Binge Drinking,Indiana,2022,IN,Elkhart,Health Risk Behaviors,206890,POINT (-85.8587533733708 41.5974196705107),33723
658,16.0,Binge Drinking,Indiana,2022,IN,Fulton,Health Risk Behaviors,20327,POINT (-86.2635207365853 41.0469832521579),3191
659,16.0,Binge Drinking,Georgia,2022,GA,Murray,Health Risk Behaviors,40472,POINT (-84.7475512679945 34.7888618055535),6596
660,14.0,Binge Drinking,Georgia,2022,GA,Worth,Health Risk Behaviors,20424,POINT (-83.8509955457944 31.5513177333571),2777
661,14.0,Binge Drinking,Idaho,2022,ID,Valley,Health Risk Behaviors,12464,POINT (-115.566555304962 44.7665648756136),1707
662,20.0,Binge Drinking,Illinois,2022,IL,Effingham,Health Risk Behaviors,34325,POINT (-88.5896155568299 39.0597062853535),6727
663,21.0,Binge Drinking,Illinois,2022,IL,Kendall,Health Risk Behaviors,137254,POINT (-88.4287811608796 41.5907308708057),28411
664,16.0,Binge Drinking,Indiana,2022,IN,Clay,Health Risk Behaviors,26379,POINT (-87.1156970341882 39.3927502534324),4194
665,18.0,Binge Drinking,Illinois,2022,IL,Lake,Health Risk Behaviors,709150,POINT (-88.003802278105 42.3231861408737),126937
666,15.0,Binge Drinking,Indiana,2022,IN,Dubois,Health Risk Behaviors,43632,POINT (-86.87967418654 38.3641061248825),6675
667,21.0,Binge Drinking,Illinois,2022,IL,DeKalb,Health Risk Behaviors,100232,POINT (-88.7703233242501 41.8935375511825),20647
668,19.0,Binge Drinking,Illinois,2022,IL,Crawford,Health Risk Behaviors,18536,POINT (-87.7592378726544 39.0032498440152),3503
669,19.0,Binge Drinking,Hawaii,2022,HI,Honolulu,Health Risk Behaviors,995638,POINT (-157.974693402227 21.4587970621318),186184
670,20.0,Binge Drinking,Illinois,2022,IL,McLean,Health Risk Behaviors,171141,POINT (-88.847471454861 40.4907543058628),35083
671,14.0,Binge Drinking,Idaho,2022,ID,Boise,Health Risk Behaviors,8333,POINT (-115.731359370264 43.9888754708819),1199
672,16.0,Binge Drinking,Idaho,2022,ID,Elmore,Health Risk Behaviors,29403,POINT (-115.469239162231 43.3536731193916),4704
673,14.0,Binge Drinking,Georgia,2022,GA,McDuffie,Health Risk Behaviors,21713,POINT (-82.4820889613078 33.4833148939309),2931
674,19.0,Binge Drinking,Illinois,2022,IL,Moultrie,Health Risk Behaviors,14323,POINT (-88.6189863239145 39.6419524353702),2735
675,17.0,Binge Drinking,Idaho,2022,ID,Teton,Health Risk Behaviors,12544,POINT (-111.207859193673 43.7599479101645),2145
676,17.0,Binge Drinking,Illinois,2022,IL,Shelby,Health Risk Behaviors,20761,POINT (-88.8051969036463 39.3913669667087),3612
677,18.0,Binge Drinking,Illinois,2022,IL,Marshall,Health Risk Behaviors,11678,POINT (-89.3446681907835 41.0331708888478),2055
678,15.0,Binge Drinking,Indiana,2022,IN,Benton,Health Risk Behaviors,8719,POINT (-87.3107747843354 40.6063412111328),1307
679,12.0,Binge Drinking,Idaho,2022,ID,Lewis,Health Risk Behaviors,3763,POINT (-116.426368203162 46.2366501834788),466
680,16.0,Binge Drinking,Idaho,2022,ID,Caribou,Health Risk Behaviors,7190,POINT (-111.562180546814 42.7704958174665),1150
681,13.0,Binge Drinking,Georgia,2022,GA,Rockdale,Health Risk Behaviors,94984,POINT (-84.0269604060342 33.6543894732027),12062
682,12.0,Binge Drinking,Georgia,2022,GA,Twiggs,Health Risk Behaviors,7680,POINT (-83.4270456679841 32.6669819807256),960
683,17.0,Binge Drinking,Idaho,2022,ID,Ada,Health Risk Behaviors,518907,POINT (-116.241257443034 43.450951919308),89252
684,13.0,Binge Drinking,Georgia,2022,GA,Washington,Health Risk Behaviors,19738,POINT (-82.7956807812309 32.9694620969242),2526
685,16.0,Binge Drinking,Indiana,2022,IN,Daviess,Health Risk Behaviors,33418,POINT (-87.0729178813756 38.7024579918795),5313
686,13.0,Binge Drinking,Georgia,2022,GA,Union,Health Risk Behaviors,26388,POINT (-83.9906778137302 34.8338420067359),3324
687,15.0,Binge Drinking,Idaho,2022,ID,Gooding,Health Risk Behaviors,15715,POINT (-114.811675308638 42.9710507296599),2325
688,14.0,Binge Drinking,Georgia,2022,GA,Troup,Health Risk Behaviors,70191,POINT (-85.0285316057562 33.0331700412163),9616
689,16.0,Binge Drinking,Indiana,2022,IN,Floyd,Health Risk Behaviors,80714,POINT (-85.9067422157132 38.3191788839155),13075
690,20.0,Binge Drinking,Illinois,2022,IL,Christian,Health Risk Behaviors,33436,POINT (-89.277110575745 39.5457095688036),6553
691,18.0,Binge Drinking,Illinois,2022,IL,Cass,Health Risk Behaviors,12657,POINT (-90.2476708850327 39.9736920810451),2265
692,16.0,Binge Drinking,Idaho,2022,ID,Madison,Health Risk Behaviors,54976,POINT (-111.659057264189 43.7840136222451),8741
693,9.0,Binge Drinking,Georgia,2022,GA,Randolph,Health Risk Behaviors,6116,POINT (-84.753987782591 31.7625693766127),562
694,17.0,Binge Drinking,Illinois,2022,IL,Jo Daviess,Health Risk Behaviors,21758,POINT (-90.2125669942826 42.3657993803909),3655
695,16.0,Binge Drinking,Indiana,2022,IN,Fountain,Health Risk Behaviors,16574,POINT (-87.2416709976357 40.1211593944806),2684
696,13.0,Binge Drinking,Georgia,2022,GA,Ware,Health Risk Behaviors,35614,POINT (-82.4236222762369 31.0547069599296),4665
697,15.0,Binge Drinking,Idaho,2022,ID,Oneida,Health Risk Behaviors,4712,POINT (-112.539222329733 42.1949197720138),716
698,17.0,Binge Drinking,Illinois,2022,IL,Henderson,Health Risk Behaviors,6151,POINT (-90.9250782416312 40.8180498314021),1027
699,17.0,Binge Drinking,Hawaii,2022,HI,Kauai,Health Risk Behaviors,73810,POINT (-159.595749637273 22.0397848673141),12769
700,16.0,Binge Drinking,Indiana,2022,IN,Allen,Health Risk Behaviors,391449,POINT (-85.0665615439245 41.0909025820574),63414
701,14.0,Binge Drinking,Idaho,2022,ID,Clark,Health Risk Behaviors,806,POINT (-112.351741906429 44.2840300339483),113
702,12.0,Binge Drinking,Georgia,2022,GA,Macon,Health Risk Behaviors,11765,POINT (-84.0428596914371 32.357909985862),1400
703,14.0,Binge Drinking,Georgia,2022,GA,Tift,Health Risk Behaviors,41412,POINT (-83.5261951536676 31.4570749653838),5714
704,13.0,Binge Drinking,Idaho,2022,ID,Bonneville,Health Risk Behaviors,129496,POINT (-111.614650145003 43.3878527716182),17093
705,18.0,Binge Drinking,Illinois,2022,IL,Schuyler,Health Risk Behaviors,6746,POINT (-90.6156157284893 40.1578013814865),1200
706,12.0,Binge Drinking,Georgia,2022,GA,Wilkes,Health Risk Behaviors,9599,POINT (-82.7437664263874 33.782133170124),1180
707,13.0,Binge Drinking,Georgia,2022,GA,Towns,Health Risk Behaviors,12972,POINT (-83.7375903262545 34.9167069469876),1647
708,18.0,Binge Drinking,Illinois,2022,IL,Franklin,Health Risk Behaviors,37242,POINT (-88.9238685944114 37.9921595158738),6554
709,18.0,Binge Drinking,Illinois,2022,IL,McDonough,Health Risk Behaviors,26861,POINT (-90.6777808912349 40.4560500734705),4969
710,14.0,Binge Drinking,Georgia,2022,GA,Peach,Health Risk Behaviors,28562,POINT (-83.8278402405427 32.5679570126366),3970
711,15.0,Binge Drinking,Georgia,2022,GA,Polk,Health Risk Behaviors,43709,POINT (-85.1878132568191 34.0020201619572),6556
712,14.0,Binge Drinking,Georgia,2022,GA,Spalding,Health Risk Behaviors,68919,POINT (-84.2837617317625 33.2610319090476),9304
713,14.0,Binge Drinking,Illinois,2022,IL,Alexander,Health Risk Behaviors,4858,POINT (-89.3376234497311 37.1915433515268),680
714,15.0,Binge Drinking,Georgia,2022,GA,Walker,Health Risk Behaviors,68915,POINT (-85.3005481871168 34.7354440057188),10061
715,14.0,Binge Drinking,Idaho,2022,ID,Idaho,Health Risk Behaviors,17593,POINT (-115.467318915313 45.8440696715495),2515
716,18.0,Binge Drinking,Illinois,2022,IL,Randolph,Health Risk Behaviors,30068,POINT (-89.8251663296485 38.0521875484111),5502
717,19.0,Binge Drinking,Illinois,2022,IL,Montgomery,Health Risk Behaviors,28020,POINT (-89.4790825894756 39.2309933254058),5211
718,14.0,Binge Drinking,Georgia,2022,GA,Upson,Health Risk Behaviors,28086,POINT (-84.2995096783688 32.8810119833769),4044
719,16.0,Binge Drinking,Illinois,2022,IL,Pope,Health Risk Behaviors,3770,POINT (-88.5615481821764 37.4125961157653),584
720,19.0,Binge Drinking,Illinois,2022,IL,Coles,Health Risk Behaviors,46334,POINT (-88.2217255465441 39.5203156135234),8710
721,18.0,Binge Drinking,Illinois,2022,IL,Carroll,Health Risk Behaviors,15529,POINT (-89.9343026396068 42.0685587636112),2810
722,15.0,Binge Drinking,Georgia,2022,GA,Lowndes,Health Risk Behaviors,119739,POINT (-83.2675650668111 30.8338264319898),18320
723,18.0,Binge Drinking,Illinois,2022,IL,Sangamon,Health Risk Behaviors,194534,POINT (-89.6587606853797 39.7581951074678),34432
724,19.0,Binge Drinking,Illinois,2022,IL,Madison,Health Risk Behaviors,263864,POINT (-89.9049552313156 38.829741095185),50134
725,18.0,Binge Drinking,Illinois,2022,IL,Iroquois,Health Risk Behaviors,26473,POINT (-87.8244224208504 40.7472630732561),4712
726,16.0,Binge Drinking,Indiana,2022,IN,Clinton,Health Risk Behaviors,32843,POINT (-86.4752323334524 40.3017954369389),5419
727,10.0,Binge Drinking,Georgia,2022,GA,Quitman,Health Risk Behaviors,2249,POINT (-85.0189983914636 31.8659717322447),236
728,17.0,Binge Drinking,Illinois,2022,IL,Vermilion,Health Risk Behaviors,72337,POINT (-87.7328335258318 40.1834823112361),12224
729,17.0,Binge Drinking,Illinois,2022,IL,Gallatin,Health Risk Behaviors,4855,POINT (-88.2304600206296 37.7624120431912),810
730,20.0,Binge Drinking,Illinois,2022,IL,Woodford,Health Risk Behaviors,38128,POINT (-89.2113386473619 40.7882446452346),7587
731,15.0,Binge Drinking,Kansas,2022,KS,Harper,Health Risk Behaviors,5323,POINT (-98.0755750479481 37.1916643247939),809
